Dataset of plasma-derived EV proteomics using the MagNet protocol - 4380 identified proteins over 117 (healthy subjects) samples of a yet unpublished randomized crossover study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HR01_S1-A1_1_7553;HR01_S1-A2_1_7610;HR01_S1-A3_1_7644;HR01_S1-A4_1_7605;HR01_S1-A5_1_7635;HR01_S1-A6_1_7541;HR02_S1-A7_1_7559;HR02_S1-A8_1_7623;HR02_S1-A9_1_7539;HR02_S1-A10_1_7531;HR02_S1-A11_1_7593;HR02_S1-A12_1_7650;HR03_S1-B1_1_7620;HR03_S1-B2_1_7627;HR03_S1-B3_1_7583;HR03_S1-B4_1_7548;HR03_S1-B5_1_7542;HR03_S1-B6_1_7614;HR04_S1-B12_1_7641;HR04_S1-C1_1_7560;HR04_S1-C2_1_7576;HR04_S1-C3_1_7587;HR04_S1-C4_1_7615;HR04_S1-C5_1_7599;HR06_S1-B7_1_7622;HR06_S1-B8_1_7600;HR06_S1-B9_1_7580;HR06_S1-B10_1_7566;HR06_S1-B11_1_7649;HR07_S1-C6_1_7645;HR07_S1-C7_1_7634;HR07_S1-C8_1_7574;HR07_S1-C9_1_7604;HR07_S1-C10_1_7628;HR07_S1-C11_1_7589;HR08_S1-C12_1_7651;HR08_S1-D1_1_7537;HR08_S1-D2_1_7550;HR08_S1-D3_1_7579;HR08_S1-D4_1_7552;HR09_S1-D5_1_7643;HR09_S1-D6_1_7636;HR09_S1-D7_1_7556;HR09_S1-D8_1_7558;HR09_S1-D9_1_7572;HR09_S1-D10_1_7544;HR11_S1-D11_1_7535;HR11_S1-D12_1_7638;HR11_S1-E1_1_7592;HR11_S1-E2_1_7646;HR11_S1-E3_1_7631;HR11_S1-E4_1_7601;HR12_S1-G11_1_7625;HR12_S1-G12_1_7607;HR12_S1-H1_1_7575;HR12_S1-H2_1_7570;HR12_S1-H3_1_7613;HR12_S1-H4_1_7591;HR14_S1-E5_1_7578;HR14_S1-E6_1_7571;HR14_S1-E7_1_7633;HR14_S1-E8_1_7567;HR14_S1-E9_1_7598;HR14_S1-E10_1_7562;HR15_S1-E11_1_7527;HR15_S1-E12_1_7609;HR15_S1-F1_1_7569;HR15_S1-F2_1_7557;HR15_S1-F3_1_7529;HR15_S1-F4_1_7547;HR16_S2-A5_1_7632;HR16_S2-A6_1_7612;HR16_S2-A8_1_7573;HR16_S2-A9_1_7597;HR16_S2-A10_1_7526;HR18_S1-G5_1_7536;HR18_S1-G6_1_7530;HR18_S1-G7_1_7647;HR18_S1-G8_1_7595;HR18_S1-G9_1_7543;HR18_S1-G10_1_7565;HR20_S1-F5_1_7563;HR20_S1-F6_1_7596;HR20_S1-F7_1_7621;HR20_S1-F8_1_7582;HR20_S1-F9_1_7639;HR20_S1-F10_1_7630;HR21_S1-H5_1_7533;HR21_S1-H6_1_7624;HR21_S1-H7_1_7546;HR21_S1-H8_1_7554;HR21_S1-H9_1_7594;HR21_S1-H10_1_7534;HR22_S2-A11_1_7602;HR22_S2-A12_1_7640;HR22_S2-B1_1_7545;HR22_S2-B2_1_7637;HR22_S2-B3_1_7528;HR22_S2-B4_1_7540;HR23_S1-F11_1_7618;HR23_S1-F12_1_7588;HR23_S1-G1_1_7586;HR23_S1-G2_1_7608;HR23_S1-G3_1_7626;HR23_S1-G4_1_7532;HR24_S1-H11_1_7561;HR24_S1-H12_1_7584;HR24_S2-A1_1_7585;HR24_S2-A2_1_7648;HR24_S2-A3_1_7619;HR24_S2-A4_1_7611;HR26_S2-B5_1_7568;HR26_S2-B6_1_7555;HR26_S2-B7_1_7606;HR26_S2-B8_1_7549;HR26_S2-B9_1_7581;HR26_S2-B10_1_7617;Genes;First.Protein.Description;Protein.Group
10,8317;11,3434;11,6369;11,2496;10,898;NaN;10,2408;9,97821;10,2358;10,7875;10,4258;11,3442;10,3671;NaN;NaN;NaN;10,0953;NaN;NaN;9,63794;NaN;10,0009;NaN;NaN;10,4244;10,7191;NaN;10,2111;NaN;10,3469;NaN;NaN;11,1666;10,906;10,569;10,9151;10,6887;10,7698;10,703;10,5121;11,0544;10,6577;10,7311;10,7702;10,2185;11,1272;12,0361;14,658;12,757;12,8557;12,1314;12,7503;12,0948;11,9635;11,8377;11,7522;11,9154;12,2615;12,667;12,4499;12,7563;12,1236;12,1301;12,4812;11,081;NaN;10,6883;NaN;NaN;NaN;9,98482;9,89125;NaN;9,37622;NaN;NaN;11,8966;11,5149;11,4527;11,2666;11,5487;NaN;NaN;10,115;9,61508;NaN;10,5939;9,59326;12,3108;9,97101;9,95473;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11,8409;11,6845;11,9679;12,218;11,5656;NaN;9,65323;NaN;10,3577;9,8352;NaN;IGKV2D-30;Immunoglobulin kappa variable 2D-30;A0A075B6S6
11,869;11,7217;12,3299;11,6925;11,5139;12,2296;15,275;14,5215;14,863;15,2749;15,2811;15,4801;13,7039;13,1578;13,813;13,5194;13,1471;13,5056;13,0859;12,8822;12,6204;13,3523;13,0966;13,065;14,7989;14,7834;14,8953;14,8491;14,9803;12,6175;12,2797;13,0395;12,6989;12,8899;12,3714;12,0577;11,5603;12,1556;11,7337;11,7491;13,2352;13,3359;13,1142;13,3175;13,1529;13,1968;16,6941;17,1531;16,5524;16,9116;16,3111;16,7055;12,3892;11,639;12,1492;11,9227;11,776;11,7969;17,0362;16,754;16,582;16,4968;16,701;16,771;12,2032;12,3805;12,6571;12,5707;12,6228;12,5044;14,2585;14,0334;14,2352;13,9041;13,6473;13,1013;13,8717;13,3553;13,5503;13,252;13,3224;15,4986;15,512;15,8457;15,5043;15,7088;16,1512;12,8144;13,2569;12,8116;12,5853;12,6779;12,5316;11,0331;10,6709;10,7746;10,639;11,0339;10,5731;13,536;13,3322;13,4912;13,5592;13,0436;13,2962;12,6263;12,9514;13,177;13,0483;13,4379;13,4073;13,5628;13,4966;13,7342;13,6627;13,4886;13,7865;IGLV5-45;Immunoglobulin lambda variable 5-45;A0A087WSX0
12,3424;12,8054;13,5349;13,1399;12,9357;12,8065;16,3264;15,1925;15,5454;16,8366;16,6991;16,8337;15,0486;14,8662;15,01;14,4381;14,1411;14,9917;16,0985;15,3997;16,218;16,6155;16,1828;16,1287;13,534;13,6921;13,4281;13,3662;13,1323;14,1339;13,9107;14,1777;14,0979;14,3866;14,0099;14,9354;14,3265;14,6395;14,8612;14,4445;15,1432;14,9061;14,9241;14,9629;14,5591;14,702;16,1979;17,2112;16,6779;16,3401;15,8362;16,0091;13,7834;14,2091;13,4709;13,2069;13,6311;13,7864;15,3558;15,2396;15,4474;15,2373;15,5085;15,6604;13,9361;13,4083;13,9434;13,607;13,8395;13,5425;14,7326;14,8528;14,7982;14,1257;13,4981;12,9802;14,9656;15,4026;14,7922;14,6005;14,6918;13,2561;13,844;14,0087;13,6895;13,8487;14,2086;14,7437;14,6958;14,7413;14,6096;14,9378;14,545;14,2314;14,0841;13,9909;14,1878;13,3763;13,4858;14,765;14,6947;15,1747;14,4912;14,3841;13,706;14,5358;14,4805;14,4371;14,4081;14,6098;14,4189;12,8401;12,3322;12,5842;11,8871;12,4626;12,6655;IGHV3-49;Immunoglobulin heavy variable 3-49;A0A0A0MS15
9,84301;NaN;10,3876;9,99714;10,2293;10,169;9,86372;NaN;9,39503;10,7682;10,4741;10,8831;10,9281;10,3401;NaN;NaN;NaN;10,6825;10,7322;10,5774;11,4571;10,3536;10,8016;10,5416;11,6625;11,2053;10,7323;11,1986;NaN;11,1283;10,9171;NaN;11,315;11,389;11,2472;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,96324;10,5565;13,4526;10,8109;11,0541;10,8684;10,4068;9,98761;10,944;NaN;NaN;NaN;NaN;10,5374;9,92597;10,6166;10,2532;10,0971;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,7769;11,9184;12,1018;10,9299;11,4392;11,5243;NaN;NaN;9,21065;NaN;NaN;NaN;10,6602;NaN;10,5631;NaN;11,1509;11,0384;NaN;NaN;NaN;NaN;NaN;NaN;10,3578;9,4433;NaN;NaN;NaN;NaN;9,78871;9,82614;9,85161;9,5508;10,045;NaN;10,7868;NaN;NaN;10,424;9,85315;11,5848;IGLV1-36;Immunoglobulin lambda variable 1-36;A0A0B4J1U3
NaN;NaN;NaN;9,98371;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11,1226;11,3228;NaN;12,3121;NaN;NaN;11,7345;NaN;NaN;NaN;NaN;NaN;NaN;11,5024;11,4436;11,2689;11,5716;11,501;NaN;NaN;NaN;NaN;NaN;11,5163;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11,329;NaN;NaN;NaN;NaN;13,4746;11,7375;12,3563;NaN;12,0687;NaN;NaN;NaN;NaN;NaN;NaN;11,1567;10,6139;10,851;NaN;10,7541;11,3429;11,6773;12,1207;12,3063;10,8531;NaN;11,3237;NaN;NaN;11,1032;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,6428;11,3924;11,8505;10,9897;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,3291;NaN;NaN;NaN;NaN;NaN;NaN;IGHV6-1;Immunoglobulin heavy variable 6-1;A0A0B4J1U7
9,4309;8,90117;9,03211;NaN;9,19048;9,55408;7,91418;NaN;NaN;NaN;NaN;NaN;10,8272;10,6529;11,4203;10,9307;10,658;11,2343;8,46474;7,47174;9,18857;NaN;NaN;9,31371;10,8571;10,2493;10,492;10,1292;10,5821;10,1075;10,251;9,99323;10,8353;10,1104;10,0263;9,34736;9,49629;NaN;9,31649;NaN;9,58137;9,34199;9,54541;10,1799;NaN;10,071;10,3597;10,5228;10,3694;10,5718;10,4251;9,99909;10,5884;NaN;10,2237;10,3876;9,73155;9,26638;10,1923;9,75631;10,193;10,2622;9,52688;9,8549;9,70183;NaN;NaN;NaN;NaN;NaN;9,56192;10,38;9,97803;9,65376;9,80885;9,6403;10,3316;9,48884;8,8781;NaN;NaN;9,62504;9,15793;9,6846;9,80158;NaN;9,44713;10,3185;9,64652;10,3981;10,4721;9,71556;10,1908;9,54406;9,22255;NaN;NaN;9,39964;8,93574;8,15558;9,22053;9,47303;NaN;8,85729;NaN;9,95639;8,48121;9,48242;NaN;9,38061;8,73023;NaN;8,05424;9,58272;9,4985;9,82433;9,82724;IGHV3-15;Immunoglobulin heavy variable 3-15;A0A0B4J1V0
10,4206;10,0549;10,7483;10,7711;9,99585;10,6743;11,2716;10,6078;10,5039;11,7594;11,1903;11,4036;10,724;10,0326;10,6647;10,2493;10,3836;9,89397;10,0317;10,5088;9,65324;10,2289;9,9751;10,1473;11,2957;11,8486;10,9504;11,4459;11,8158;10,891;10,5297;10,5389;10,7515;10,956;10,4069;10,7776;10,7099;10,697;10,5996;10,4366;11,0238;10,7039;10,6925;10,2801;10,1762;11,1185;10,4975;10,9929;10,7691;10,8023;10,4213;10,4598;10,4562;10,6784;10,0504;10,5265;10,0944;10,4807;11,076;10,9754;11,4926;11,3249;11,6925;11,4203;11,4538;11,0422;11,0326;10,8282;10,5387;11,245;10,3909;10,9198;10,979;10,667;10,2766;10,7411;NaN;10,5762;9,86957;10,4081;10,2235;10,2583;12,0318;11,5027;10,8931;12,5923;12,302;10,6022;10,5046;10,75;NaN;10,495;10,5133;9,34103;NaN;10,3232;NaN;NaN;NaN;9,86645;9,96105;10,4478;9,88771;10,0586;NaN;10,8462;10,3384;10,3031;10,5629;10,4414;9,48353;NaN;10,195;NaN;11,5986;10,9657;11,8631;IGHV2-26;Immunoglobulin heavy variable 2-26;A0A0B4J1V2
11,0329;NaN;11,4752;11,134;10,0954;11,2357;11,6315;10,4713;11,3969;12,0659;11,5176;11,7735;11,3801;10,8118;11,4031;11,3498;11,1115;10,9515;10,9881;10,8674;11,085;11,3525;11,008;10,5753;11,0165;10,8567;11,275;11,1613;11,1846;10,6901;10,0548;10,8474;10,7285;10,3363;9,78674;NaN;NaN;NaN;9,91519;NaN;NaN;10,8637;10,5547;11,3003;11,3289;11,7713;11,9622;11,5903;11,902;11,6154;11,1149;10,99;11,2627;11,0885;11,4524;11,7278;10,9386;11,364;11,514;11,2245;11,0769;11,1559;11,0222;10,6616;10,6226;10,3651;NaN;11,043;10,417;10,556;11,1412;NaN;11,4361;NaN;11,4804;10,8559;10,4927;10,6222;9,8794;10,5303;10,7191;11,0926;10,4329;10,6896;10,4094;NaN;10,6422;11,4692;11,4985;11,5338;11,2488;10,9628;11,3086;13,2175;13,1966;13,5195;12,3567;12,7809;12,3023;10,411;10,157;10,5047;10,607;9,99319;9,73447;11,1182;10,5357;11,0602;10,7652;11,3819;10,9549;NaN;10,5803;10,4263;11,0817;11,0022;11,1662;IGHV3-74;Immunoglobulin heavy variable 3-74;A0A0B4J1X5
10,8548;11,1334;11,6136;11,1855;11,2894;11,133;9,62909;9,37567;9,65755;11,3457;10,1204;10,6719;12,7281;12,1592;12,6576;12,1998;11,7124;12,3757;11,9316;11,4318;11,7799;12,5837;11,9658;11,6183;12,0226;10,7639;11,3774;NaN;11,3546;12,4794;12,2024;12,4628;12,851;12,5827;12,7467;10,9827;NaN;10,0517;NaN;NaN;13,7158;13,6692;13,9612;13,4394;13,2345;13,5527;12,4899;12,6893;12,9665;13,1865;12,5662;12,5753;13,9182;13,9256;13,7493;12,8336;14,0263;13,8653;NaN;NaN;9,95694;NaN;NaN;NaN;10,3289;11,5816;11,2876;10,4713;10,4169;NaN;12,0452;11,9932;12,2338;11,9311;11,9943;10,5753;11,7214;11,8601;11,4196;11,3039;11,4476;12,9133;13,3559;13,4527;13,3898;13,5421;13,5217;10,9949;11,9223;11,4154;10,9204;11,2329;10,5911;14,845;14,7317;14,2311;14,3886;13,6082;13,8973;11,3777;11,6691;11,6511;11,1652;10,9119;10,629;11,0845;11,8554;12,1753;12,1749;11,8852;11,9158;12,4229;11,5613;12,7158;12,7647;12,6432;13,0885;IGLV9-49;Immunoglobulin lambda variable 9-49;A0A0B4J1Y8
12,7483;12,8189;13,5176;13,174;12,8644;13,0243;13,7722;12,6506;12,8863;14,2642;13,8755;14,3212;13,9212;13,4532;13,93;13,3857;13,2984;13,7284;12,5436;11,9836;12,6211;12,7177;12,5606;12,2588;13,6293;13,8292;13,7773;13,7381;13,7871;12,2169;11,8329;12,3513;12,5621;12,2439;11,9214;13,8407;13,6393;13,7109;13,3631;13,4453;14,2809;14,2719;14,3738;14,3937;14,0599;14,3847;13,853;13,2193;13,7453;13,9036;13,4744;13,6247;12,9827;13,3017;13,0884;13,1701;13,1094;12,964;13,4077;13,3208;13,4998;13,2832;12,9788;13,1993;12,5459;12,3227;12,6043;12,7862;12,5942;12,4997;13,1198;13,2123;13,297;12,9718;13,1522;11,9925;13,0773;13,2952;12,7784;12,8709;13,0978;13,1225;13,0707;13,6218;13,0428;13,3033;13,574;12,3298;13,2785;12,3141;12,1603;12,1774;11,9569;13,3877;13,4552;13,4317;13,2164;13,0475;12,6863;12,2926;12,3438;12,0319;12,1735;12,0683;11,7169;11,5995;12,7748;13,2629;12,9639;13,1407;13,1548;13,4831;13,0134;13,3515;13,3604;13,1241;13,5284;IGHV3-72;Immunoglobulin heavy variable 3-72;A0A0B4J1Y9
NaN;10,492;10,1495;10,1744;10,2032;10,1187;11,1491;9,10174;10,0322;11,5951;11,66;12,3498;12,2134;11,3591;11,9644;10,7284;11,3647;11,9612;11,3118;10,4858;11,2707;11,6112;11,2774;11,2905;11,5886;11,5814;11,4032;11,2381;11,9564;12,4513;12,0249;12,1453;12,7819;12,2246;12,9141;11,7221;10,783;11,7357;10,6704;10,698;11,2627;11,215;11,4761;11,1113;10,6729;11,2929;12,2328;13,2717;12,4438;12,737;11,9927;12,3276;12,2959;12,0409;11,3833;11,5716;11,8119;11,7389;12,5064;12,0994;12,3889;11,8923;12,1395;12,2961;12,0043;11,7388;11,7568;11,6778;11,0043;11,2133;11,6034;11,5641;11,9002;11,3912;11,101;NaN;12,0905;12,3625;11,4985;11,391;11,8467;11,4201;12,0535;12,1407;12,0456;12,189;11,9217;12,66;10,256;12,202;12,1367;12,5089;12,1052;11,9326;11,5783;11,7657;11,4627;11,2294;10,9923;11,1758;11,0017;11,563;10,5138;10,165;9,68661;10,8633;10,1301;10,3723;10,2032;10,5908;10,1935;10,1815;9,86658;10,4977;10,391;10,3922;11,0824;IGKV6-21;Immunoglobulin kappa variable 6-21;A0A0C4DH24
10,5975;9,71065;10,6883;10,543;10,8281;10,3429;NaN;NaN;NaN;NaN;NaN;NaN;12,0559;11,1751;12,7873;10,1884;10,7948;12,2511;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,5453;NaN;10,2202;NaN;NaN;11,6343;11,1359;12,5205;10,5043;10,7412;11,5223;10,0384;12,4773;10,3021;10,5941;10,1418;NaN;10,0538;NaN;9,35587;NaN;10,5091;NaN;11,3456;10,4609;11,5907;10,1265;10,7184;11,3207;11,3826;11,6188;12,285;10,4993;NaN;10,304;NaN;10,5638;10,3458;10,402;NaN;NaN;9,80649;9,80947;9,79099;NaN;NaN;NaN;NaN;9,87546;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,60721;NaN;NaN;9,89024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,2616;IGHV1-3;Immunoglobulin heavy variable 1-3;A0A0C4DH29
11,6723;11,7316;12,263;11,9035;12,3313;11,9589;11,1376;10,5274;10,1699;12,1005;11,3824;11,6463;12,747;12,3847;12,1508;12,2687;11,618;12,7166;11,7527;11,1974;11,4434;11,5527;11,6361;11,5805;12,6461;12,6811;12,6373;12,7792;12,7115;12,8545;12,7504;12,9607;13,0249;12,7716;13,3067;12,5439;11,998;11,722;11,9556;12,1682;12,2588;11,6226;12,0335;11,2394;11,6151;11,8007;12,6224;14,0571;12,2401;12,7027;12,4322;12,3704;12,3649;12,1765;12,196;11,5603;12,2735;11,6958;NaN;13,4994;11,3649;12,8588;13,3328;13,3365;13,0627;13,144;13,2911;11,6161;11,8052;12,1187;12,934;12,9039;12,8402;13,0109;13,1174;10,9973;12,2814;11,8494;11,9265;11,5828;11,9726;12,5777;12,5882;13,1444;12,3917;12,9321;12,8465;12,2413;11,7854;12,1044;12,307;12,3117;12,0579;11,5961;11,6002;NaN;11,0496;11,0309;10,7699;12,6574;11,9389;11,9071;11,676;11,643;11,6421;11,4058;10,9809;11,3304;11,187;11,3501;11,7931;12,7496;11,8168;12,38;12,7329;12,1627;13,3685;IGHV1-18;Immunoglobulin heavy variable 1-18;A0A0C4DH31
11,9717;12,0866;12,5231;12,3751;12,4272;12,4058;12,0188;11,0393;11,2653;12,6515;11,9679;12,3617;13,8397;12,9879;13,6992;12,4569;12,7197;13,5986;12,8936;12,1503;12,8934;12,7885;12,8187;12,9075;13,2526;13,0315;13,429;13,38;13,1923;14,2978;14,1345;14,3514;14,7818;14,5012;14,9004;12,9126;12,6185;13,1743;12,3993;12,624;13,1177;12,852;13,6479;12,7946;12,6225;13,164;14,3471;15,8964;13,9706;14,1768;13,8906;13,9974;12,9577;12,8404;12,4051;11,7798;12,7072;12,3903;13,2627;13,1651;13,2283;12,6255;12,8748;13,3136;15,4283;15,1264;15,1864;14,0987;13,7934;14,4198;14,83;15,042;15,0238;14,8434;14,5294;10,8061;12,6474;12,4129;11,9193;11,8783;12,0221;11,6235;11,5992;12,2582;11,6378;11,9532;12,214;13,0977;11,966;12,8115;13,2002;13,1855;13,3443;11,774;11,5992;11,2266;11,182;11,2969;10,7797;13,7631;12,9618;13,3495;13,2653;13,0718;12,981;12,2944;11,5847;12,0775;11,669;11,8232;12,2444;12,3372;11,6934;12,4184;12,2109;12,2197;12,9503;IGHV1-24;Immunoglobulin heavy variable 1-24;A0A0C4DH33
13,1845;12,0223;12,385;12,5529;12,7293;13,121;14,429;13,0918;13,3274;16,019;13,6047;15,2416;14,3801;13,7197;15,0414;13,648;14,0475;14,0486;13,8039;12,8651;14,4193;13,9551;13,7288;14,2527;15,0494;13,8494;14,7432;14,8956;14,5002;14,8316;14,6531;15,9128;15,9286;15,1937;17,1844;13,5168;13,5637;13,3575;11,8896;12,9294;12,3012;11,9394;13,7526;12,7899;11,9056;13,3033;14,0288;14,5797;13,2225;13,3047;13,0534;13,5924;14,099;13,929;13,7809;12,701;13,6085;12,976;14,1166;14,1297;13,9335;13,8541;13,5092;14,2982;14,0503;13,5897;13,9139;13,0824;13,3128;13,415;12,1305;12,1312;12,8642;12,6331;13,3942;NaN;14,8441;12,6579;13,518;13,3082;13,9035;13,414;13,3215;14,0564;13,5366;13,2243;14,7472;13,9851;13,2767;13,5397;14,1648;12,9975;14,0723;13,3977;12,8502;13,4719;12,6348;13,3432;13,2861;12,4035;11,5572;12,0899;11,1572;11,9732;12,3088;12,0367;12,6736;13,2304;12,6343;13,0347;13,143;13,0083;11,8821;12,0956;12,8249;11,3857;13,2187;IGHV4-28;Immunoglobulin heavy variable 4-28;A0A0C4DH34
14,4359;14,1931;14,7509;14,898;14,5922;14,7756;15,1256;13,7968;14,3986;15,8155;15,0159;15,8733;15,1624;14,589;15,5859;14,2168;14,2428;15,3045;13,878;13,1853;14,192;14,2861;13,8915;13,9949;15,8424;15,5705;15,7869;15,7722;15,7478;15,9831;15,5405;15,8345;16,3607;15,5982;16,2273;15,0391;13,6351;14,6334;12,4971;13,0682;16,4143;15,6608;16,9953;16,0238;15,5696;16,7532;15,6586;17,2799;15,5047;16,115;15,3923;15,7142;15,4838;15,1464;15,0106;14,6443;14,913;14,7854;14,9814;14,6039;15,0164;14,4196;14,5203;14,9568;15,1857;14,8868;15,4918;14,5768;14,3735;14,4583;15,2069;14,9266;15,1725;14,6901;14,6551;12,7874;14,8978;14,3574;14,0718;13,8942;14,1582;14,6734;14,3319;14,8745;14,5691;14,6386;15,3366;15,0075;14,7571;14,8732;15,3642;14,6366;15,286;14,9909;15,014;14,7702;14,729;14,0655;14,0213;14,3146;13,3577;14,1753;13,6698;13,2894;13,1827;13,4223;14,1303;15,0287;14,6495;14,2885;15,1232;14,8578;14,4536;15,2549;17,9841;16,6927;18,6657;IGHV5-51;Immunoglobulin heavy variable 5-51;A0A0C4DH38
12,12;11,7631;12,7527;12,3146;11,8525;12,6346;13,0468;12,3076;12,7758;13,2448;13,1471;12,7443;13,3054;13,0641;13,3352;13,07;13,2373;12,9145;12,0089;11,9437;12,0053;12,1091;12,1149;11,4299;12,208;12,6656;12,1621;12,0597;12,1752;NaN;NaN;NaN;NaN;NaN;NaN;12,8259;13,0724;13,0125;13,0081;13,2098;11,0096;11,0894;11,278;11,2142;11,1332;11,5936;12,9977;12,97;12,9678;12,8161;12,5244;12,4202;14,0957;13,9333;14,1691;14,3834;14,281;14,3065;12,9902;13,3544;12,9882;13,0552;12,5166;12,5977;13,5079;13,4739;13,6755;13,2917;13,1719;12,8385;12,4449;12,482;12,2201;12,1743;12,6592;12,471;12,6363;12,3473;12,1753;12,4669;12,5734;13,3421;13,4277;13,3441;13,2967;13,3709;13,1135;14,2361;13,2074;14,6253;14,1903;14,1944;14,2701;14,1078;14,177;14,3229;13,4288;13,6804;13,5404;10,9924;11,3631;11,219;11,3165;11,2868;11,0864;14,3582;12,6438;12,9711;12,5294;13,448;12,8691;13,4931;12,8129;13,4309;12,8119;12,7718;13,0606;IGKV1-8;Immunoglobulin kappa variable 1-8;A0A0C4DH67
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12,2806;12,0613;12,3777;11,9646;12,0506;12,5615;NaN;NaN;NaN;NaN;NaN;NaN;12,0026;11,023;11,2447;11,1765;11,3723;11,1595;10,7215;10,655;10,9303;11,0474;10,5888;NaN;NaN;NaN;NaN;NaN;11,031;11,7944;11,1693;11,7119;11,0828;11,6721;11,5275;12,6862;11,7416;11,6891;11,9795;11,3242;NaN;NaN;NaN;NaN;NaN;NaN;11,6463;11,8505;11,4533;11,819;11,8574;11,861;10,2145;10,501;NaN;10,1474;10,8314;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11,5909;10,8554;11,2145;11,0221;10,2294;10,4036;12,6767;11,0878;13,3191;12,8994;12,6363;12,9551;NaN;NaN;NaN;NaN;NaN;NaN;12,6179;12,3653;12,9486;12,4463;11,8642;12,2663;12,57;10,8715;11,0638;10,8001;10,5631;11,3702;12,9533;12,8084;13,1178;12,8126;12,9703;13,0753;IGHV1-69-2;Immunoglobulin heavy variable 1-69-2;A0A0G2JMI3
13,2873;12,5261;13,6551;13,6757;12,7596;13,2342;12,7755;12,3281;NaN;13,226;13,0684;13,6461;14,0782;13,4546;14,1537;13,2705;12,9365;13,8533;14,1517;12,8642;14,2371;14,1157;13,9665;14,005;13,8054;13,4054;14,0629;13,7119;13,6244;14,0074;13,8146;13,6502;14,0452;13,8136;13,8162;NaN;NaN;NaN;NaN;NaN;14,3712;13,893;14,427;13,8852;13,6327;14,2658;14,172;NaN;14,4807;14,6799;14,1261;14,4394;13,8539;13,1639;13,4942;NaN;13,5052;13,4178;13,3198;13,1263;13,2174;13,2607;12,7784;13,4322;NaN;NaN;NaN;NaN;12,4177;13,1403;13,3489;13,2172;13,3803;13,0678;NaN;NaN;NaN;12,6354;NaN;NaN;NaN;14,4576;14,0524;14,7083;14,4843;14,4774;14,9584;12,8153;12,9544;13,2464;NaN;12,8708;13,1127;12,9151;12,7139;12,8141;12,3479;NaN;NaN;12,9909;11,7546;12,6667;12,5212;12,0239;NaN;12,1607;12,5115;13,149;13,1586;12,7589;13,3941;NaN;NaN;12,4068;NaN;NaN;12,4267;IGLV5-39;Immunoglobulin lambda variable 5-39;A0A0G2JS06
NaN;11,4004;11,6514;11,3546;11,8567;10,7473;NaN;NaN;NaN;NaN;10,2333;11,0125;11,0467;NaN;NaN;NaN;NaN;10,1925;NaN;NaN;NaN;NaN;NaN;NaN;12,3054;NaN;11,2991;11,0423;NaN;10,6928;9,99151;NaN;11,1893;10,6712;12,5962;10,8469;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11,6969;10,7477;NaN;NaN;11,2467;NaN;NaN;NaN;NaN;11,0684;NaN;11,6978;NaN;11,45;11,0758;NaN;NaN;NaN;14,0789;NaN;10,5819;NaN;11,4976;10,8887;10,7037;NaN;NaN;9,97108;NaN;10,0725;NaN;NaN;10,2925;NaN;11,474;NaN;NaN;12,2668;NaN;NaN;NaN;NaN;9,70111;NaN;10,1755;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,506;10,3264;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;IGHV3-64D;Immunoglobulin heavy variable 3-64D;A0A0J9YX35
